construction,ann_return,ann_vol,sharpe,sharpe_ci_low,sharpe_ci_high,sharpe_p_value,max_drawdown,ann_return_net,sharpe_net,sharpe_net_ci_low,sharpe_net_ci_high,sharpe_net_p_value,max_drawdown_net,turnover_mean,cost_bps,n_periods
long_short,0.03843778895689921,0.2152375629597912,0.1785830894400148,-0.5595807661005366,0.7604781197118061,0.6017,-0.3760998594498892,0.02702735811789695,0.1254893046489002,-0.6343750443148699,0.7113325966088331,0.7149,-0.391459566005963,1.4099125364431486,20.0,36
long_only,0.16732422828450141,0.26076988605549967,0.6416547202420827,0.015956263354636166,1.3354995647159877,0.0625,-0.2741210518176511,0.16198739910838653,0.621036445173263,-0.006578806679565606,1.312423535206258,0.071,-0.2784684652349475,0.6575923226433429,20.0,36
