model,ann_return,ann_vol,sharpe,sharpe_ci_low,sharpe_ci_high,sharpe_p_value,max_drawdown,ann_return_net,sharpe_net,sharpe_net_ci_low,sharpe_net_ci_high,sharpe_net_p_value,max_drawdown_net,turnover_mean,cost_bps,n_periods
gbm,0.014528146732674016,0.18541988782175464,0.07835268861040418,-0.7165429884772467,0.6581583488384942,0.8206,-0.3780369242408916,0.003782587397828963,0.020377041319810794,-0.8029025948568768,0.6024262179747688,0.954,-0.40552373084056587,0.6233236151603498,20.0,36
